module,locus_tag,gene_weight,accession,start,end,strand,product,old_locus_tag,Description,Preferred_name,PFAMs,Protein names,Length,Protein families,Gene Ontology (GO),Gene Ontology (molecular function),regulator
35,Atu2609,0.2141401729887287,NC_003062.2,2587873.0,2588799.0,+,transcriptional regulator%2C ROK family,AGR_C_4728,ROK family,-,ROK,"Transcriptional regulator, ROK family",308.0,,,,Atu2606
35,Atu2601,0.2771505171489546,NC_003062.2,2580262.0,2581494.0,-,ABC transporter%2C substrate binding protein (maltose),AGR_C_4715,"ABC-type sugar transport system, periplasmic component",malE,"SBP_bac_1,SBP_bac_8","ABC transporter, substrate binding protein (Maltose)",410.0,Bacterial solute-binding protein 1 family,periplasmic space [GO:0042597],,Atu2606
36,Atu1446,0.1075842012653559,NC_003062.2,1439299.0,1440750.0,+,two component response regulator,AGR_C_2665,"Response regulator containing CheY-like receiver, AAA-type ATPase, and DNA-binding domains",ntrC,"HTH_8,Response_reg,Sigma54_activ_2,Sigma54_activat",DNA-binding transcriptional regulator NtrC (Nitrogen regulation protein NR(I)),483.0,,cytoplasm [GO:0005737]; ATP binding [GO:0005524]; phosphorelay response regulator activity [GO:0000156]; sequence-specific DNA binding [GO:0043565]; nitrogen fixation [GO:0009399]; regulation of DNA-templated transcription [GO:0006355]; regulation of nitrogen utilization [GO:0006808],ATP binding [GO:0005524]; phosphorelay response regulator activity [GO:0000156]; sequence-specific DNA binding [GO:0043565],Atu1446
36,Atu2396,0.2411881959502952,NC_003062.2,2369298.0,2369909.0,-,urease accessory protein,AGR_C_4348,"Facilitates the functional incorporation of the urease nickel metallocenter. This process requires GTP hydrolysis, probably effectuated by UreG",ureG,cobW,Urease accessory protein UreG,203.0,"SIMIBI class G3E GTPase family, UreG subfamily",cytoplasm [GO:0005737]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; nickel cation binding [GO:0016151]; nitrogen compound metabolic process [GO:0006807],GTP binding [GO:0005525]; GTPase activity [GO:0003924]; nickel cation binding [GO:0016151],
36,Atu5164,0.1066509112146357,NC_003064.2,161493.0,161834.0,+,type IV secretion protein AvhB3,AGR_pAT_222,"Type IV secretory pathway, VirB3-like protein",virB3,VirB3,Type IV secretion protein AvhB3,113.0,,membrane [GO:0016020],,
36,Atu4007,0.2041644255947588,NC_003063.2,1119314.0,1120234.0,+,arginase,AGR_L_1693,Belongs to the arginase family,rocF,Arginase,Arginase (EC 3.5.3.1),306.0,Arginase family,arginase activity [GO:0004053]; metal ion binding [GO:0046872]; arginine metabolic process [GO:0006525]; urea cycle [GO:0000050],arginase activity [GO:0004053]; metal ion binding [GO:0046872],
36,Atu3621,0.1064908886483955,NC_003063.2,674531.0,676435.0,-,cobyrinic acid synthase,AGR_L_2410,Cobalamin biosynthesis protein CobT,cobT,"CobT,CobT_C",Cobyrinic acid synthase,634.0,,cobalamin biosynthetic process [GO:0009236],,
36,Atu2408,0.2209681892221502,NC_003062.2,2377168.0,2377899.0,-,urease accessory protein,AGR_C_4369,Required for maturation of urease via the functional incorporation of the urease nickel metallocenter,ureD,UreD,Urease accessory protein UreD,284.0,UreD family,cytoplasm [GO:0005737]; nickel cation binding [GO:0016151]; nitrogen compound metabolic process [GO:0006807],nickel cation binding [GO:0016151],
36,Atu2407,0.2193225915397614,NC_003062.2,2376759.0,2377061.0,-,urease gamma subunit,AGR_C_4368,Belongs to the urease gamma subunit family,ureA,"Urease_beta,Urease_gamma",Urease subunit gamma (EC 3.5.1.5) (Urea amidohydrolase subunit gamma),100.0,Urease gamma subunit family,cytoplasm [GO:0005737]; nickel cation binding [GO:0016151]; urease activity [GO:0009039]; urea catabolic process [GO:0043419],nickel cation binding [GO:0016151]; urease activity [GO:0009039],
36,Atu2404,0.1387565501927872,NC_003062.2,2375806.0,2376162.0,-,conserved hypothetical protein,AGR_C_4363,Glutathione-dependent formaldehyde-activating enzyme,-,GFA,CENP-V/GFA domain-containing protein,118.0,Gfa family,carbon-sulfur lyase activity [GO:0016846]; metal ion binding [GO:0046872],carbon-sulfur lyase activity [GO:0016846]; metal ion binding [GO:0046872],
36,Atu2401,0.2156375635774048,NC_003062.2,2373013.0,2374722.0,-,urease alpha subunit,AGR_C_4357,Belongs to the metallo-dependent hydrolases superfamily. Urease alpha subunit family,ureC,"Amidohydro_1,Urease_alpha",Urease subunit alpha (EC 3.5.1.5) (Urea amidohydrolase subunit alpha),569.0,"Metallo-dependent hydrolases superfamily, Urease alpha subunit family",cytoplasm [GO:0005737]; nickel cation binding [GO:0016151]; urease activity [GO:0009039]; urea catabolic process [GO:0043419],nickel cation binding [GO:0016151]; urease activity [GO:0009039],
36,Atu2398,0.1375474573417871,NC_003062.2,2370842.0,2371417.0,-,urease accessory protein,AGR_C_4352,Involved in urease metallocenter assembly. Binds nickel. Probably functions as a nickel donor during metallocenter assembly,ureE,"UreE_C,UreE_N",Urease accessory protein UreE,161.0,UreE family,cytoplasm [GO:0005737]; nickel cation binding [GO:0016151]; unfolded protein binding [GO:0051082]; protein folding [GO:0006457]; protein-containing complex assembly [GO:0065003]; urea metabolic process [GO:0019627],nickel cation binding [GO:0016151]; unfolded protein binding [GO:0051082],
36,Atu2397,0.2220885667424515,NC_003062.2,2370167.0,2370799.0,-,urease accessory protein,AGR_C_4350,Required for maturation of urease via the functional incorporation of the urease nickel metallocenter,ureF,UreF,Urease accessory protein UreF,223.0,UreF family,cytoplasm [GO:0005737]; nickel cation binding [GO:0016151]; nitrogen compound metabolic process [GO:0006807],nickel cation binding [GO:0016151],
36,Atu0332,0.1753729213298219,NC_003062.2,325172.0,326716.0,-,RNA polymerase sigma-54 factor,AGR_C_581,Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released,rpoN,"Sigma54_AID,Sigma54_CBD,Sigma54_DBD",RNA polymerase sigma-54 factor,514.0,Sigma-54 factor family,DNA-directed RNA polymerase complex [GO:0000428]; DNA binding [GO:0003677]; DNA-binding transcription activator activity [GO:0001216]; nucleotidyltransferase activity [GO:0016779]; sigma factor activity [GO:0016987]; DNA-templated transcription initiation [GO:0006352],DNA binding [GO:0003677]; DNA-binding transcription activator activity [GO:0001216]; nucleotidyltransferase activity [GO:0016779]; sigma factor activity [GO:0016987],
36,Atu0400,0.1234370532184087,NC_003062.2,394837.0,395535.0,+,orotate phosphoribosyltransferase,AGR_C_704,"Catalyzes the transfer of a ribosyl phosphate group from 5-phosphoribose 1-diphosphate to orotate, leading to the formation of orotidine monophosphate (OMP)",pyrE,Pribosyltran,Orotate phosphoribosyltransferase (OPRT) (OPRTase) (EC 2.4.2.10),232.0,"Purine/pyrimidine phosphoribosyltransferase family, PyrE subfamily",magnesium ion binding [GO:0000287]; orotate phosphoribosyltransferase activity [GO:0004588]; 'de novo' UMP biosynthetic process [GO:0044205],magnesium ion binding [GO:0000287]; orotate phosphoribosyltransferase activity [GO:0004588],
36,Atu8135,0.1062063201131418,NC_003062.2,649376.0,649669.0,+,hypothetical protein,AGR_C_1165,Domain of unknown function (DUF1127),-,DUF1127,DUF1127 domain-containing protein,97.0,,,,
37,Atu0142,0.1059060145625004,NC_003062.2,145674.0,146672.0,-,cytochrome o ubiquinol oxidase subunit II,AGR_C_230,ubiquinol oxidase subunit,cyoA,"COX2,COX_ARM",Ubiquinol oxidase subunit 2,332.0,Cytochrome c oxidase subunit 2 family,"plasma membrane [GO:0005886]; respirasome [GO:0070469]; copper ion binding [GO:0005507]; cytochrome bo3 ubiquinol oxidase activity [GO:0009486]; cytochrome-c oxidase activity [GO:0004129]; oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor [GO:0016682]","copper ion binding [GO:0005507]; cytochrome bo3 ubiquinol oxidase activity [GO:0009486]; cytochrome-c oxidase activity [GO:0004129]; oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor [GO:0016682]",
37,Atu3598,0.1461648826441728,NC_003063.2,652419.0,653087.0,-,thiol:disulfide interchange protein,AGR_L_2458,Thiol disulfide interchange protein,tlpA,"AhpC-TSA,Redoxin",Thiol:disulfide interchange protein,222.0,,disulfide oxidoreductase activity [GO:0015036]; cytochrome complex assembly [GO:0017004],disulfide oxidoreductase activity [GO:0015036],
37,Atu2073,0.1332221078841917,NC_003062.2,2034093.0,2034701.0,-,membrane protein,AGR_C_3756,"protein SCO1 SenC PrrC, involved in biogenesis of respiratory and photosynthetic systems",senC,SCO1-SenC,Membrane protein,202.0,SCO1/2 family,membrane [GO:0016020],,
37,Atu1810,0.1558663734349429,NC_003062.2,1792062.0,1792367.0,+,conserved hypothetical protein,AGR_C_3324,ETC complex I subunit conserved region,MA20_30235,ETC_C1_NDUFA4,NADH-ubiquinone oxidoreductase,101.0,,respirasome [GO:0070469]; electron transport chain [GO:0022900],,
37,Atu2771,0.1011097411410311,NC_003062.2,2776477.0,2776986.0,+,bacterioferritin,AGR_C_5028,"Iron-storage protein, whose ferroxidase center binds Fe(2 ) ions, oxidizes them by dioxygen to Fe(3 ), and participates in the subsequent Fe(3 ) oxide mineral core formation within the central cavity of the protein complex",bfr,Ferritin,Bacterioferritin (EC 1.16.3.1),169.0,Bacterioferritin family,ferric iron binding [GO:0008199]; ferroxidase activity [GO:0004322]; intracellular iron ion homeostasis [GO:0006879]; iron ion transport [GO:0006826],ferric iron binding [GO:0008199]; ferroxidase activity [GO:0004322],Atu0201
37,Atu0051,0.32627316488997,NC_003062.2,52255.0,53562.0,-,two component sensor kinase,AGR_C_85,Histidine kinase,regB,"HATPase_c,HisKA",histidine kinase (EC 2.7.13.3),435.0,,membrane [GO:0016020]; phosphorelay sensor kinase activity [GO:0000155],phosphorelay sensor kinase activity [GO:0000155],
37,Atu0141,0.1798089877687007,NC_003062.2,143594.0,145597.0,-,cytochrome O ubiquinol oxidase subunit I,AGR_C_227,Cytochrome c oxidase is the component of the respiratory chain that catalyzes the reduction of oxygen to water. Subunits 1- 3 form the functional core of the enzyme complex. CO I is the catalytic subunit of the enzyme. Electrons originating in cytochrome c are transferred via the copper A center of subunit 2 and heme A of subunit 1 to the bimetallic center formed by heme A3 and copper B,cyoB,COX1,Cytochrome O ubiquinol oxidase subunit I,667.0,Heme-copper respiratory oxidase family,"plasma membrane [GO:0005886]; respirasome [GO:0070469]; cytochrome-c oxidase activity [GO:0004129]; heme binding [GO:0020037]; oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor [GO:0016682]; aerobic respiration [GO:0009060]","cytochrome-c oxidase activity [GO:0004129]; heme binding [GO:0020037]; oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor [GO:0016682]",
37,Atu0140,0.1146145322397519,NC_003062.2,142961.0,143587.0,-,cytochrome o ubiquinol oxidase subunit III,AGR_C_225,"Heme copper-type cytochrome quinol oxidase, subunit 3",cyoC,COX3,Cytochrome bo(3) ubiquinol oxidase subunit 3 (Cytochrome o ubiquinol oxidase subunit 3) (Oxidase bo(3) subunit 3) (Ubiquinol oxidase polypeptide III) (Ubiquinol oxidase subunit 3),208.0,Cytochrome c oxidase subunit 3 family,plasma membrane [GO:0005886]; cytochrome bo3 ubiquinol oxidase activity [GO:0009486]; cytochrome-c oxidase activity [GO:0004129]; aerobic electron transport chain [GO:0019646],cytochrome bo3 ubiquinol oxidase activity [GO:0009486]; cytochrome-c oxidase activity [GO:0004129],
37,Atu0138,0.1041317464028578,NC_003062.2,141629.0,142459.0,-,surfeit 1,AGR_C_221,SURF1-like protein,surF,SURF1,SURF1-like protein,276.0,SURF1 family,plasma membrane [GO:0005886],,
37,Atu0101,0.0931976837694323,NC_003062.2,104797.0,105375.0,+,cytochrome c,AGR_C_155,cytochrome,cycM,Cytochrom_C,Cytochrome c homolog,192.0,Cytochrome c family,periplasmic space [GO:0042597]; plasma membrane [GO:0005886]; electron transfer activity [GO:0009055]; heme binding [GO:0020037]; metal ion binding [GO:0046872],electron transfer activity [GO:0009055]; heme binding [GO:0020037]; metal ion binding [GO:0046872],
37,Atu0050,0.3403947596573252,NC_003062.2,51594.0,52181.0,-,two component response regulator,AGR_C_82,Response regulator consisting of a CheY-like receiver domain and a Fis-type HTH domain,actR,"HTH_8,Response_reg",Two component response regulator,195.0,,phosphorelay signal transduction system [GO:0000160],,
37,Atu0769,0.0919259731080612,NC_003062.2,765616.0,766569.0,+,protoheme IX farnesyltransferase,AGR_C_1402,Converts heme B (protoheme IX) to heme O by substitution of the vinyl group on carbon 2 of heme B porphyrin ring with a hydroxyethyl farnesyl side group,ctaB,UbiA,Protoheme IX farnesyltransferase (EC 2.5.1.141) (Heme B farnesyltransferase) (Heme O synthase),317.0,"UbiA prenyltransferase family, Protoheme IX farnesyltransferase subfamily",plasma membrane [GO:0005886]; protoheme IX farnesyltransferase activity [GO:0008495]; heme O biosynthetic process [GO:0048034],protoheme IX farnesyltransferase activity [GO:0008495],Atu1602
37,Atu1242,0.1452210937699929,NC_003062.2,1231979.0,1233097.0,+,cytochrome oxidase assembly factor,AGR_C_2290,Catalyzes the oxidation of the C8 methyl side group on heme O porphyrin ring into a formyl group,ctaA,COX15-CtaA,Heme A synthase (HAS) (EC 1.17.99.9) (Cytochrome aa3-controlling protein),365.0,"COX15/CtaA family, Type 2 subfamily","plasma membrane [GO:0005886]; metal ion binding [GO:0046872]; oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor [GO:0016653]; heme A biosynthetic process [GO:0006784]","metal ion binding [GO:0046872]; oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor [GO:0016653]",
37,Atu1354,0.148285932339571,NC_003062.2,1347990.0,1348490.0,+,6-hydroxymethyl-7%2C8-dihydropterin pyrophosphokinase,AGR_C_2500,"7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase (HPPK)",folK,HPPK,"2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase (EC 2.7.6.3) (6-hydroxymethyl-7,8-dihydropterin pyrophosphokinase) (7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase)",166.0,HPPK family,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity [GO:0003848]; ATP binding [GO:0005524]; kinase activity [GO:0016301]; folic acid biosynthetic process [GO:0046656]; phosphorylation [GO:0016310]; tetrahydrofolate biosynthetic process [GO:0046654],2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity [GO:0003848]; ATP binding [GO:0005524]; kinase activity [GO:0016301],
38,Atu0770,0.1544060010371282,NC_003062.2,766729.0,767346.0,+,cytochrome C oxidase assembly protein,AGR_C_1406,"Exerts its effect at some terminal stage of cytochrome c oxidase synthesis, probably by being involved in the insertion of the copper B into subunit I",ctaG,CtaG_Cox11,Cytochrome c oxidase assembly protein CtaG,202.0,COX11/CtaG family,plasma membrane [GO:0005886]; copper ion binding [GO:0005507]; respiratory chain complex IV assembly [GO:0008535],copper ion binding [GO:0005507],Atu1602
38,Atu0771,0.1429902903664366,NC_003062.2,767408.0,768283.0,+,cytochrome c oxidase subunit III,AGR_C_1407,"Heme copper-type cytochrome quinol oxidase, subunit 3",ctaE,COX3,cytochrome-c oxidase (EC 7.1.1.9) (Cytochrome aa3 subunit 3) (Cytochrome c oxidase polypeptide III),291.0,Cytochrome c oxidase subunit 3 family,plasma membrane [GO:0005886]; cytochrome-c oxidase activity [GO:0004129]; aerobic electron transport chain [GO:0019646],cytochrome-c oxidase activity [GO:0004129],Atu1602
38,Atu0767,0.1417067676978772,NC_003062.2,762636.0,763499.0,+,cytochrome c oxidase subunit II,AGR_C_1397,Subunits I and II form the functional core of the enzyme complex. Electrons originating in cytochrome c are transferred via heme a and Cu(A) to the binuclear center formed by heme a3 and Cu(B),coxB,"COX2,COX2_TM",Cytochrome c oxidase subunit 2 (EC 7.1.1.9),287.0,Cytochrome c oxidase subunit 2 family,plasma membrane [GO:0005886]; respirasome [GO:0070469]; copper ion binding [GO:0005507]; cytochrome-c oxidase activity [GO:0004129],copper ion binding [GO:0005507]; cytochrome-c oxidase activity [GO:0004129],Atu1602
38,Atu1286,0.1870732368856816,NC_003062.2,1274803.0,1275072.0,+,conserved hypothetical protein,AGR_C_2369,Protein of unknown function (DUF1467),-,DUF1467,DUF1467 domain-containing protein,89.0,,membrane [GO:0016020],,
38,Atu1446,-0.1223832718546366,NC_003062.2,1439299.0,1440750.0,+,two component response regulator,AGR_C_2665,"Response regulator containing CheY-like receiver, AAA-type ATPase, and DNA-binding domains",ntrC,"HTH_8,Response_reg,Sigma54_activ_2,Sigma54_activat",DNA-binding transcriptional regulator NtrC (Nitrogen regulation protein NR(I)),483.0,,cytoplasm [GO:0005737]; ATP binding [GO:0005524]; phosphorelay response regulator activity [GO:0000156]; sequence-specific DNA binding [GO:0043565]; nitrogen fixation [GO:0009399]; regulation of DNA-templated transcription [GO:0006355]; regulation of nitrogen utilization [GO:0006808],ATP binding [GO:0005524]; phosphorelay response regulator activity [GO:0000156]; sequence-specific DNA binding [GO:0043565],Atu1446
38,Atu2237,0.1915179476600402,NC_003062.2,2207782.0,2208666.0,-,cytochrome c1,AGR_C_4072,Cytochrome c1,petC,Cytochrom_C1,Cytochrome c1,294.0,,membrane [GO:0016020]; periplasmic space [GO:0042597]; electron transfer activity [GO:0009055]; heme binding [GO:0020037]; metal ion binding [GO:0046872],electron transfer activity [GO:0009055]; heme binding [GO:0020037]; metal ion binding [GO:0046872],
38,Atu2238,0.1846881169249452,NC_003062.2,2208689.0,2209972.0,-,ubiquinol-cytochrome c reductase cytochrome b subunit,AGR_C_4073,"Component of the ubiquinol-cytochrome c reductase complex (complex III or cytochrome b-c1 complex), which is a respiratory chain that generates an electrochemical potential coupled to ATP synthesis",petB,"Cytochrom_B_C,Cytochrom_C1,Cytochrome_B",Cytochrome b,427.0,Cytochrome b family,respiratory chain complex III [GO:0045275]; metal ion binding [GO:0046872]; ubiquinol-cytochrome-c reductase activity [GO:0008121]; respiratory electron transport chain [GO:0022904],metal ion binding [GO:0046872]; ubiquinol-cytochrome-c reductase activity [GO:0008121],
38,Atu0768,0.1556643495244158,NC_003062.2,763517.0,765226.0,+,cytochrome-c oxidase chain I,AGR_C_1399,Cytochrome c oxidase is the component of the respiratory chain that catalyzes the reduction of oxygen to water. Subunits 1- 3 form the functional core of the enzyme complex. CO I is the catalytic subunit of the enzyme. Electrons originating in cytochrome c are transferred via the copper A center of subunit 2 and heme A of subunit 1 to the bimetallic center formed by heme A3 and copper B,ctaD,COX1,Cytochrome c oxidase subunit 1 (EC 7.1.1.9),569.0,Heme-copper respiratory oxidase family,plasma membrane [GO:0005886]; respiratory chain complex IV [GO:0045277]; cytochrome-c oxidase activity [GO:0004129]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; electron transport coupled proton transport [GO:0015990]; oxidative phosphorylation [GO:0006119],cytochrome-c oxidase activity [GO:0004129]; heme binding [GO:0020037]; metal ion binding [GO:0046872],Atu1602
38,Atu0769,0.1583238436009611,NC_003062.2,765616.0,766569.0,+,protoheme IX farnesyltransferase,AGR_C_1402,Converts heme B (protoheme IX) to heme O by substitution of the vinyl group on carbon 2 of heme B porphyrin ring with a hydroxyethyl farnesyl side group,ctaB,UbiA,Protoheme IX farnesyltransferase (EC 2.5.1.141) (Heme B farnesyltransferase) (Heme O synthase),317.0,"UbiA prenyltransferase family, Protoheme IX farnesyltransferase subfamily",plasma membrane [GO:0005886]; protoheme IX farnesyltransferase activity [GO:0008495]; heme O biosynthetic process [GO:0048034],protoheme IX farnesyltransferase activity [GO:0008495],Atu1602
38,Atu0101,0.1590298021419767,NC_003062.2,104797.0,105375.0,+,cytochrome c,AGR_C_155,cytochrome,cycM,Cytochrom_C,Cytochrome c homolog,192.0,Cytochrome c family,periplasmic space [GO:0042597]; plasma membrane [GO:0005886]; electron transfer activity [GO:0009055]; heme binding [GO:0020037]; metal ion binding [GO:0046872],electron transfer activity [GO:0009055]; heme binding [GO:0020037]; metal ion binding [GO:0046872],
38,Atu1242,0.1189657981319389,NC_003062.2,1231979.0,1233097.0,+,cytochrome oxidase assembly factor,AGR_C_2290,Catalyzes the oxidation of the C8 methyl side group on heme O porphyrin ring into a formyl group,ctaA,COX15-CtaA,Heme A synthase (HAS) (EC 1.17.99.9) (Cytochrome aa3-controlling protein),365.0,"COX15/CtaA family, Type 2 subfamily","plasma membrane [GO:0005886]; metal ion binding [GO:0046872]; oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor [GO:0016653]; heme A biosynthetic process [GO:0006784]","metal ion binding [GO:0046872]; oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor [GO:0016653]",
38,Atu4685,0.1206066705622394,NC_003063.2,1844086.0,1845072.0,-,transcriptional regulator%2C LacI family,AGR_L_391,helix_turn _helix lactose operon repressor,-,"LacI,Peripla_BP_3","Transcriptional regulator, LacI family",328.0,,DNA binding [GO:0003677]; regulation of DNA-templated transcription [GO:0006355],DNA binding [GO:0003677],Atu4685
38,Atu2239,0.2029742450477218,NC_003062.2,2209987.0,2210565.0,-,ubiquinol-cytochrome C reductase iron-sulfur subunit,AGR_C_4074,"Component of the ubiquinol-cytochrome c reductase complex (complex III or cytochrome b-c1 complex), which is a respiratory chain that generates an electrochemical potential coupled to ATP synthesis",petA,"Rieske,UCR_Fe-S_N",Ubiquinol-cytochrome c reductase iron-sulfur subunit (EC 7.1.1.8),192.0,Rieske iron-sulfur protein family,"cytoplasm [GO:0005737]; intracellular membrane-bounded organelle [GO:0043231]; plasma membrane [GO:0005886]; 2 iron, 2 sulfur cluster binding [GO:0051537]; metal ion binding [GO:0046872]; ubiquinol-cytochrome-c reductase activity [GO:0008121]","2 iron, 2 sulfur cluster binding [GO:0051537]; metal ion binding [GO:0046872]; ubiquinol-cytochrome-c reductase activity [GO:0008121]",
39,Atu0346,0.2342201239313225,NC_003062.2,339637.0,342465.0,+,uridylyltransferase/uridylyl-removing enzyme UTase,AGR_C_606,"Modifies, by uridylylation and deuridylylation, the PII regulatory proteins (GlnB and homologs), in response to the nitrogen status of the cell that GlnD senses through the glutamine level. Under low glutamine levels, catalyzes the conversion of the PII proteins and UTP to PII-UMP and PPi, while under higher glutamine levels, GlnD hydrolyzes PII-UMP to PII and UMP (deuridylylation). Thus, controls uridylylation state and activity of the PII proteins, and plays an important role in the regulation of nitrogen",glnD,"ACT,GlnD_UR_UTase,GlnE,HD,NTP_transf_2",Bifunctional uridylyltransferase/uridylyl-removing enzyme (UTase/UR) (Bifunctional [protein-PII] modification enzyme) (Bifunctional nitrogen sensor protein) [Includes: [Protein-PII] uridylyltransferase (PII uridylyltransferase) (UTase) (EC 2.7.7.59); [Protein-PII]-UMP uridylyl-removing enzyme (UR) (EC 3.1.4.-)],942.0,GlnD family,[protein-PII] uridylyltransferase activity [GO:0008773]; phosphoric diester hydrolase activity [GO:0008081]; nitrogen compound metabolic process [GO:0006807]; regulation of nitrogen utilization [GO:0006808],[protein-PII] uridylyltransferase activity [GO:0008773]; phosphoric diester hydrolase activity [GO:0008081],
39,Atu3907,0.1791718343537938,NC_003063.2,1006731.0,1007318.0,-,two component response regulator,AGR_L_1879,response regulator,nasT,"ANTAR,Response_reg",Two component response regulator,195.0,,RNA binding [GO:0003723]; phosphorelay signal transduction system [GO:0000160],RNA binding [GO:0003723],
39,Atu3905,0.1865888502809705,NC_003063.2,1003727.0,1005019.0,-,ABC transporter%2C substrate binding protein (nitrate),AGR_L_1886,"ABC-type nitrate sulfonate bicarbonate transport systems, periplasmic components",nrtA,NMT1_2,"ABC transporter, substrate binding protein (Nitrate)",430.0,CmpA/NrtA family,,,Atu1446
39,Atu3904,0.1889526892307006,NC_003063.2,1002720.0,1003613.0,-,ABC transporter%2C membrane spanning protein (nitrate),AGR_L_1888,"ABC-type nitrate sulfonate bicarbonate transport system, permease component",nrtB,BPD_transp_1,"ABC transporter, membrane spanning protein (Nitrate)",297.0,Binding-protein-dependent transport system permease family,plasma membrane [GO:0005886]; nitrate transmembrane transporter activity [GO:0015112],nitrate transmembrane transporter activity [GO:0015112],Atu1446
39,Atu0322,0.1553022465653063,NC_003062.2,315554.0,316315.0,+,enoyl CoA hydratase,AGR_C_562,Belongs to the enoyl-CoA hydratase isomerase family,MA20_15895,ECH_1,Enoyl CoA hydratase,253.0,Enoyl-CoA hydratase/isomerase family,catalytic activity [GO:0003824],catalytic activity [GO:0003824],
39,Atu3902,0.196676681680963,NC_003063.2,999456.0,1001903.0,-,nitrite reductase large subunit,AGR_L_1891,Belongs to the nitrite and sulfite reductase 4Fe-4S domain family,nirB,"Fer2_BFD,NIR_SIR,NIR_SIR_ferr,Pyr_redox_2,Rieske_2",Nitrite reductase large subunit,815.0,,"4 iron, 4 sulfur cluster binding [GO:0051539]; flavin adenine dinucleotide binding [GO:0050660]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; NADP binding [GO:0050661]; nitrite reductase [NAD(P)H] activity [GO:0008942]; nitrate assimilation [GO:0042128]","4 iron, 4 sulfur cluster binding [GO:0051539]; flavin adenine dinucleotide binding [GO:0050660]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; NADP binding [GO:0050661]; nitrite reductase [NAD(P)H] activity [GO:0008942]",Atu1446
39,Atu3903,0.1692915698004182,NC_003063.2,1001909.0,1002706.0,-,ABC transporter%2C nucleotide binding/ATPase protein (nitrate),AGR_L_1890,ABC transporter,nrtC,ABC_tran,"ABC transporter, nucleotide binding/ATPase protein (Nitrate)",265.0,ABC transporter superfamily,membrane [GO:0016020]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; nitrate transmembrane transporter activity [GO:0015112],ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; nitrate transmembrane transporter activity [GO:0015112],Atu1446
39,Atu0030,0.1827171111559461,NC_003062.2,33411.0,33686.0,-,phosphocarrier protein HPr,AGR_C_49,Phosphotransferase System,ptsH,PTS-HPr,Phosphocarrier protein HPr,91.0,,,,
39,Atu0671,0.1133796194877964,NC_003062.2,667418.0,668335.0,-,conserved hypothetical protein,AGR_C_1202,Conserved hypothetical protein 698,yeiH,Cons_hypoth698,UPF0324 membrane protein Atu0671,347.0,UPF0324 family,plasma membrane [GO:0005886],,
39,Atu1444,0.1167872032822771,NC_003062.2,1437141.0,1438157.0,+,nitrogen regulation protein,AGR_C_2661,"Catalyzes the synthesis of 5,6-dihydrouridine (D), a modified base found in the D-loop of most tRNAs, via the reduction of the C5-C6 double bond in target uridines",dusB,Dus,tRNA-dihydrouridine synthase (EC 1.3.1.-),338.0,Dus family,flavin adenine dinucleotide binding [GO:0050660]; RNA binding [GO:0003723]; tRNA dihydrouridine synthase activity [GO:0017150],flavin adenine dinucleotide binding [GO:0050660]; RNA binding [GO:0003723]; tRNA dihydrouridine synthase activity [GO:0017150],Atu1446
39,Atu1445,0.2426853859803988,NC_003062.2,1438154.0,1439302.0,+,two component sensor kinase,AGR_C_2663,"Signal transduction histidine kinase, nitrogen specific",ntrB,"HATPase_c,HisKA,PAS,PAS_4",histidine kinase (EC 2.7.13.3),382.0,,phosphorelay sensor kinase activity [GO:0000155]; regulation of DNA-templated transcription [GO:0006355],phosphorelay sensor kinase activity [GO:0000155],Atu1446
39,Atu3005,0.1311289676335426,NC_003063.2,2585.0,2986.0,+,hypothetical protein,AGR_L_3588,-,-,-,Uncharacterized protein,133.0,,,,
